"name";"jobTitle";"Place_of_Birth";"BirthDate";"DeathDate"
Gordon Hatfield;Actor, Producer;NA;NA;NA
Mere Boynton;Actress;NA;NA;NA
Kirsten Batley;Actress;NA;NA;NA
Tania Burney;Actress;NA;NA;NA
Annie Edwards;Actress;NA;NA;NA
Harina Haare;Actress;NA;NA;NA
Christina Harimate;Actress;NA;NA;NA
Steve Kanuta;Actor;NA;NA;NA
P.J. Karauria;Actor;NA;NA;NA
Sonny Kirikiri;Actor;NA;NA;NA
Alain Makiha;Actor;NA;NA;NA
Greg Mayor;Actor;NA;NA;NA
Neil Mika Gudsell;Actor;NA;NA;NA
Guy Moana;Actor, Art Department, Production Designer;NA;NA;NA
Jim Carrey;Actor, Writer, Soundtrack;1962-01-17;Canada;NA
Carla Gugino;Actress, Soundtrack, Producer;1971-08-29;USA;NA
Angela Lansbury;Actress, Producer, Soundtrack;1925-10-16;UK;NA
Ophelia Lovibond;Actress;1986-02-19;UK;NA
Madeline Carroll;Actress;1996-03-18;USA;NA
Clark Gregg;Actor, Writer, Director;1962-04-02;USA;NA
Jeffrey Tambor;Actor, Soundtrack;1944-07-08;USA;NA
David Krumholtz;Actor, Producer, Writer;1978-05-15;USA;NA
Philip Baker Hall;Actor, Soundtrack;1931-09-10;USA;NA
Maxwell Perry Cotton;Actor;2000-05-07;USA;NA
James Tupper;Actor, Writer;1965-08-04;Canada;NA
Dominic Chianese;Actor, Soundtrack;1931-02-24;USA;NA
William Charles Mitchell;Actor;NA;NA;NA
Henry Kelemen;Actor;NA;NA;NA
Kelli Barrett;Actress;1984-01-26;USA;NA
Dylan Clark Marshall;Actor;NA;NA;NA
Brian T. Delaney;Actor, Miscellaneous Crew;1976-11-17;USA;NA
Elaine Kussack;Actress;1929-12-30;USA;NA
Harlin Kearsley;Actor;NA;NA;NA
Desmin Borges;Actor;NA;NA;NA
Lee Moore;Actor;1929-02-19;USA;NA
Dominic Colón;Actor, Writer, Producer;NA;NA;NA
Jeff Lima;Actor;NA;NA;NA
Frank Ciornei;Actor;NA;NA;NA
J.R. Horne;Actor;NA;NA;NA
Matthew Wolf;Actor, Miscellaneous Crew, Producer;1972-10-31;UK;NA
Andrew Stewart-Jones;Actor;NA;NA;NA
Meg Ryan;Actress, Producer, Soundtrack;1961-11-19;USA;NA
Hugh Jackman;Actor, Soundtrack, Producer;1968-10-12;Australia;NA
Liev Schreiber;Actor, Miscellaneous Crew, Director;1967-10-04;USA;NA
Breckin Meyer;Actor, Writer, Producer;1974-05-07;USA;NA
Natasha Lyonne;Actress, Producer, Soundtrack;1979-04-04;USA;NA
Bradley Whitford;Actor, Producer, Writer;1959-10-10;USA;NA
Paxton Whitehead;Actor;1937-10-17;UK;NA
Spalding Gray;Actor, Writer;1941-06-05;USA;2004-01-10
Josh Stamberg;Actor;1970-01-04;USA;NA
Matthew Sussman;Actor, Director;1958-03-08;USA;NA
Charlotte Ayanna;Actress, Soundtrack;1976-09-25;Puerto Rico;NA
Philip Bosco;Actor;1930-09-26;USA;NA
Andrew Jack;Miscellaneous Crew, Actor;1944-01-28;UK;NA
Stan Tracy;Actor;1950-12-02;USA;NA
Kristen Schaal;Actress, Writer, Miscellaneous Crew;1978-01-24;USA;NA
William Sanford;Actor;NA;NA;NA
Arthur J. Nascarella;Actor, Miscellaneous Crew;1944-11-18;USA;NA
Robert Ray Manning Jr.;Actor, Producer, Editor;NA;NA;NA
Roma Torre;Actress;NA;NA;NA
Viola Davis;Actress, Producer, Soundtrack;1965-08-11;USA;NA
Ray Seiden;Actor, Miscellaneous Crew;1954-08-30;USA;2010-03-11
Jonathan Fried;Actor;1959-03-03;USA;NA
Francis Dumaurier;Actor, Sound Department;NA;NA;NA
Cole Hawkins;Actor;1991-10-04;USA;NA
Stephanie Montalvo;Actress;NA;NA;NA
Ebony Jo-Ann;Actress;NA;NA;NA
George Hahn;Actor;NA;NA;NA
Joseph Mosso;Actor;NA;NA;NA
Cornelius Patrick Byrne;Actor;NA;NA;NA
Chazz Menendez;Stunts, Actor, Producer;NA;NA;NA
Brandon Parrish;Actor;1979-07;USA;NA
Brittney Startzman;Actress;NA;NA;NA
Martha Madison;Actress, Producer;1977-07-27;USA;NA
Stephanie Sanditz;Actress, Writer, Producer;NA;NA;NA
Michael Fassbender;Actor, Producer, Soundtrack;1977-04-02;Germany;NA
Andreas Wisniewski;Actor, Director;1959-07-03;West Germany;NA
Dave Legeno;Actor;1963-10-12;UK;2014-07-06
Axelle Carolyn;Actress, Director, Writer;1979-04-03;Belgium;NA
Dominic West;Actor, Director, Producer;1969-10-15;UK;NA
Dhaffer L'Abidine;Actor;1972;Tunisia;NA
JJ Feild;Actor, Soundtrack;1978-04-01;USA;NA
Lee Ross;Actor;1971;UK;NA
David Morrissey;Actor, Soundtrack, Director;1964-06-21;UK;NA
Simon Chadwick;Actor;1969-07-29;NA;NA
Ulrich Thomsen;Actor, Producer, Director;1963-12-06;Denmark;NA
Ryan Atkinson;Actor;NA;NA;NA
Paul Freeman;Actor, Writer;1943-01-18;UK;NA
Olga Kurylenko;Actress, Soundtrack, Writer;1979-11-14;Ukraine];NA
Jake Maskall;Actor;1971;UK;NA
Eoin Macken;Actor, Writer, Director;NA;NA;NA
Dermot Keaney;Actor;1964-08-28;UK;NA
Liam Cunningham;Actor, Director, Producer;1961-06-02;Ireland;NA
Noel Clarke;Actor, Producer, Writer;1975-12-06;UK;NA
Zac Efron;Actor, Soundtrack, Producer;1987-10-18;USA;NA
Miles Teller;Actor, Producer;1987-02-20;USA;NA
Michael B. Jordan;Actor, Producer;1987-02-09;USA;NA
Imogen Poots;Actress, Soundtrack;1989-06-03;UK;NA
Mackenzie Davis;Actress, Producer;NA;NA;NA
Jessica Lucas;Actress, Soundtrack;1985-09-24;Canada;NA
Addison Timlin;Actress;1991-06-29;USA;NA
Josh Pais;Actor, Director, Writer;1964-06-21;USA;NA
Evelina Turen;Actress, Miscellaneous Crew;NA;NA;NA
Karen Ludwig;Actress, Director, Casting Department;1942-10-09;USA;NA
Tina Benko;Actress;NA;NA;NA
Joseph Adams;Actor;1956-02-04;USA;NA
Lola Glaudini;Actress, Producer;1971-11-24;USA;NA
John Rothman;Actor, Writer, Producer;1949-06-03;USA;NA
Barbara Garrick;Actress;1965-12-03;USA;NA
Raul Casso;Actor, Miscellaneous Crew;NA;NA;NA
Kate Simses;Actress, Producer;NA;NA;NA
Tom Gormican;Writer, Director, Actor;NA;NA;NA
Emily Meade;Actress;1989-01-10;NA;NA
Alysia Reiner;Actress, Producer, Writer;1970-07-21;USA;NA
Yuval Boim;Actor;NA;NA;NA
Dan Bittner;Actor, Miscellaneous Crew;NA;NA;NA
Reif Larsen;Actor, Writer, Cinematographer;NA;NA;NA
Joaquin Phoenix;Actor, Producer, Soundtrack;1974-10-28;Puerto Rico;NA
Jeremy Suarez;Actor, Soundtrack;1990-07-06;USA;NA
Jason Raize;Actor, Soundtrack;1975-07-20;USA;2004-02-03
Rick Moranis;Actor, Writer, Producer;1953-04-18;Canada;NA
Dave Thomas;Actor, Writer, Producer;1949-05-20;Canada;NA
D.B. Sweeney;Actor, Soundtrack, Director;1961-11-14;USA;NA
Joan Copeland;Actress;1922-06-01;USA;NA
Michael Clarke Duncan;Actor, Soundtrack, Producer;1957-12-10;USA;2012-09-03
Harold Gould;Actor, Soundtrack;1923-12-10;USA;2010-09-11
Paul Christie;Actor, Miscellaneous Crew;NA;NA;NA
Danny Mastrogiorgio;Actor;NA;USA;NA
Estelle Harris;Actress;1928-04-04;USA;NA
Greg Proops;Actor, Writer, Soundtrack;1959-10-03;USA;NA
Pauley Perrette;Actress, Producer, Director;1969-03-27;USA;NA
Darko Cesar;Animation Department, Director, Actor;NA;NA;NA
Bumper Robinson;Actor, Soundtrack, Miscellaneous Crew;1974-06-19;USA;NA
Angayuqaq Oscar Kawagley;Actor;1934-11-08;USA;2011-04-24
Patrick Pinney;Actor, Soundtrack, Music Department;1952-06-30;USA;NA
Brian Posehn;Actor, Writer, Producer;1966-07-06;USA;NA
Phil Proctor;Actor, Miscellaneous Crew, Writer;1940-07-28;USA;NA
Pamela Adlon;Actress, Producer, Writer;1966-07-09;USA;NA
Bob Bergen;Actor, Miscellaneous Crew, Composer;1964-03-08;USA;NA
Rodger Bumpass;Actor, Soundtrack, Miscellaneous Crew;1951-11-20;NA;NA
Jennifer Darling;Actress, Miscellaneous Crew;1946-06-19;USA;NA
Debi Derryberry;Actress, Music Department, Miscellaneous Crew;1967-09-27;USA;NA
Bill Farmer;Actor, Soundtrack, Miscellaneous Crew;1952-11-14;USA;NA
Alden Ehrenreich;Actor;1989-11-22;USA;NA
Alice Englert;Actress, Soundtrack;NA;New Zealand;NA
Jeremy Irons;Actor, Soundtrack, Director;1948-09-19;UK;NA
Viola Davis;Actress, Producer, Soundtrack;1965-08-11;USA;NA
Emmy Rossum;Actress, Soundtrack, Producer;1986-09-12;USA;NA
Thomas Mann;Actor;1991-09-27;USA;NA
Emma Thompson;Actress, Writer, Soundtrack;1959-04-15;UK;NA
Eileen Atkins;Actress, Miscellaneous Crew, Writer;1934-06-16;UK;NA
Margo Martindale;Actress;1951-07-18;USA;NA
Zoey Deutch;Actress;1994-11-10;USA;NA
Tiffany Boone;Actress;NA;NA;NA
Rachel Brosnahan;Actress;NA;NA;NA
Kyle Gallner;Actor, Producer;1986-10-22;USA;NA
Pruitt Taylor Vince;Actor, Director;1960-07-05;USA;NA
Robin Skye;Actress, Music Department;NA;NA;NA
Randy Redd;Actor, Music Department;NA;NA;NA
Lance E. Nichols;Actor, Soundtrack;1955-07-13;USA;NA
Leslie Castay;Actress;NA;NA;NA
Sam Gilroy;Actor;1987-02-18;USA;NA
Cindy Hogan;Actress;NA;NA;NA
Gwendolyn Mulamba;Actress, Make Up Department, Producer;NA;NA;NA
Cole Burden;Actor;NA;NA;NA
Billy Wheelan;Actor;NA;NA;NA
Christopher Darby;Actor;NA;NA;NA
Bryan Adrian;Actor, Miscellaneous Crew, Set Decorator;NA;NA;NA
Camille Balsamo;Actress, Producer, Director;NA;NA;NA
Tim Bell;Stunts, Actor, Producer;NA;NA;NA
John R. Bennett II;Actor;NA;NA;NA
Camille Blouin;Actress;NA;NA;NA
Colby Boothman-Shepard;Actor, Stunts, Miscellaneous Crew;1992-07-04;USA;NA
Beau Brasseaux;Miscellaneous Crew, Actor, Stunts;1989-11-02;USA;NA
Cameron M. Brown;Actor, Miscellaneous Crew;NA;NA;NA
Woody Harrelson;Actor, Soundtrack, Producer;1961-07-23;USA;NA
Randy Quaid;Actor, Producer, Soundtrack;1950-10-01;USA;NA
Vanessa Angel;Actress;1966-11-10;UK;NA
Bill Murray;Actor, Soundtrack, Writer;1950-09-21;USA;NA
Chris Elliott;Actor, Writer, Producer;1960-05-31;USA;NA
William Jordan;Actor;1937-10-13;USA;NA
Richard Tyson;Actor, Producer, Director;1961-02-13;USA;NA
Lin Shaye;Actress, Soundtrack;1943-10-12;USA;NA
Zen Gesner;Actor, Producer;1970-06-23;USA;NA
Prudence Wright Holmes;Actress;NA;USA;NA
Rob Moran;Actor, Producer;1963;NA;NA
Daniel Greene;Actor, Miscellaneous Crew;NA;USA;NA
Will Rothhaar;Actor, Assistant Director, Composer;1987-01-12;USA;NA
Mark Charpentier;Producer, Actor, Miscellaneous Crew;NA;NA;NA
Brad Faxon;Actor;NA;NA;NA
Billy Andrade;Actor;NA;NA;NA
Paul DeWolf;Actor;NA;NA;NA
Jill Lytle;Actress;NA;NA;NA
Bill Beauchene;Actor;NA;NA;NA
Sayed Badreya;Actor, Producer, Writer;NA;NA;NA
Linda Carola;Actress, Miscellaneous Crew, Casting Department;NA;USA;NA
Monica Shay;Actress;NA;NA;NA
Danny Murphy;Actor, Producer, Transportation Department;1955-08;USA;2014-08-08
David Shackelford;Actor;NA;NA;NA
Mike Cerrone;Actor, Writer, Production Manager;1957-06-09;USA;NA
Mike Cavallo;Actor;NA;NA;NA
Rick Barker;Stunts, Actor, Assistant Director;NA;NA;NA
Paul Pelletier;Actor;NA;NA;NA
Tom Leasca;Actor;NA;NA;NA
Tom Lupo;Stunts, Actor;NA;NA;NA
Jimmy Shay;Actor;NA;NA;NA
Hank Brandt;Actor;1934-06-04;USA;2004-12-04
Michael Corrente;Producer, Director, Actor;1959-04-06;USA;NA
Herbie Flynn;Actor;1917-09-08;USA;2003-02-11
Suzan Hughes;Actress;NA;NA;NA
Googy Gress;Actor, Producer, Soundtrack;NA;NA;NA
Joe 'Smokey' Krawlicky;Actor;NA;NA;NA
Ryan Heggs;Actor;NA;NA;NA
William Heggs;Actor;NA;NA;NA
Hillary Matthews;Actress;1970-09-01;USA;NA
Willie Garson;Actor, Director, Producer;1964-02-20;USA;NA
Nancy Frey-Jarecki;Actress;NA;NA;NA
Robby Thibeau;Actor;NA;NA;NA
Helen Manfull;Actress;NA;NA;NA
Terry Mullany;Actor;NA;NA;NA
Brian Stube;Actor;NA;NA;NA
Jim Blake;Actor;NA;NA;NA
Chris Spain;Actor;NA;NA;NA
Rose Smith-Lotenero;Actress, Miscellaneous Crew;NA;NA;NA
Michele Matheson;Actress;1971-08-14;USA;NA
Nicholas Greenbury;Actor, Editorial Department;NA;NA;NA
Andrew Greenbury;Editorial Department, Actor, Camera Department;NA;NA;NA
Pucky Lippincott;Actress;NA;NA;NA
Mark 'Chief' Wasler;Actor, Sound Department;NA;NA;NA
Gretchen Treser;Actress, Miscellaneous Crew;NA;NA;NA
Patrick Healy;Miscellaneous Crew, Actor, Producer;1968-01-19;USA;NA
Sean Gildea;Actor;NA;USA;NA
Jackie Flynn;Actor;NA;NA;NA
Jonathan Richman;Soundtrack, Composer, Actor;1951-05-16;USA;NA
Tommy Larkins;Actor, Composer;NA;NA;NA
Bob Weeks;Actor;NA;NA;NA
Roger Clemens;Actor;1962-08-04;USA;NA
John Travolta;Actor, Soundtrack, Producer;1954-02-18;USA;NA
Kirstie Alley;Actress, Producer, Writer;1951-01-12;USA;NA
Olympia Dukakis;Actress, Producer;1931-06-20;USA;NA
George Segal;Actor, Soundtrack, Producer;1934-02-13;USA;NA
Abe Vigoda;Actor;1921-02-24;USA;NA
Bruce Willis;Actor, Soundtrack, Producer;1955-03-19;West Germany;NA
Twink Caplan;Actress, Producer;1947-12-25;USA;NA
Jason Schaller;Actor;NA;NA;NA
Jaryd Waterhouse;Actor;NA;NA;NA
Jacob Haines;Actor;NA;NA;NA
Christopher Aydon;Actor;NA;NA;NA
Joy Boushel;Actress;1959;NA;NA
Don S. Davis;Actor, Soundtrack, Stunts;1942-08-04;USA;2008-06-29
Louis Heckerling;Actor;NA;NA;NA
Brenda Crichlow;Actress, Miscellaneous Crew;NA;NA;NA
Andrea Mann;Actress, Producer, Miscellaneous Crew;NA;NA;NA
Douglas Tuck;Actor;NA;NA;NA
Alex Bruhanski;Actor;NA;NA;NA
Casey Grant;Production Manager, Assistant Director, Producer;NA;NA;NA
Oscar B. Ramos;Actor;NA;NA;NA
Aurelio Dinunzio;Actor;NA;NA;NA
Jeff Irvine;Actor;NA;NA;NA
Shirley Barclay;Actress;1930-05-29;Canada;2011-04-12
William B. Davis;Actor, Writer, Director;1938-01-13;Canada;NA
David Berner;Actor, Writer, Miscellaneous Crew;NA;NA;NA
Richard Dreyfuss;Actor, Producer, Soundtrack;1947-10-29;USA;NA
Ron Howard;Actor, Producer, Director;1954-03-01;USA;NA
Paul Le Mat;Actor, Cinematographer, Producer;1945-09-22;USA;NA
Charles Martin Smith;Actor, Director, Writer;1953-10-30;USA;NA
Cindy Williams;Actress, Soundtrack, Producer;1947-08-22;USA;NA
Candy Clark;Actress;1947-06-20;USA;NA
Mackenzie Phillips;Actress, Soundtrack;1959-11-10;USA;NA
Wolfman Jack;Actor, Soundtrack;1938-01-21;USA;1995-07-01
Bo Hopkins;Actor, Producer;1938-02-02;USA;NA
Manuel Padilla Jr.;Actor;1955-07-13;USA;2008-01-29
Beau Gentry;Actor;1941-01-11;USA;NA
Harrison Ford;Actor, Producer, Soundtrack;1942-07-13;USA;NA
Jim Bohan;Actor;1946-01-17;USA;1998-01-29
Jana Bellan;Actress;1951-08-28;USA;NA
Deby Celiz;Actress;NA;NA;NA
Lynne Marie Stewart;Actress, Writer, Miscellaneous Crew;1946-12-14;USA;NA
Terence McGovern;Actor, Soundtrack, Miscellaneous Crew;1942-05-11;USA;NA
Kathleen Quinlan;Actress, Producer, Soundtrack;1954-11-19;USA;NA
Timothy F. Crowley;Actor, Miscellaneous Crew;1955-01-01;USA;NA
Scott Beach;Actor, Writer;1931-01-13;USA;1996-02-13
John Brent;Actor, Producer;1938-03-14;USA;1985-08-16
Gordon Analla;Actor;1951-01-30;USA;NA
John Bracci;Actor;1947-09-04;USA;NA
Jody Carlson;Actress;1952-09-10;USA;NA
Del Close;Actor, Miscellaneous Crew, Writer;1934-03-09;USA;1999-03-04
Chuck Dorsett;Actor;1927-10-14;USA;NA
Stephen Knox;Actor;1963-07-21;USA;NA
Joe Miksak;Actor;1913-04-16;USA;2004-07-17
William Holden;Actor, Soundtrack;1918-04-17;USA;1981-11-16
Ernest Borgnine;Actor, Soundtrack, Producer;1917-01-24;USA;2012-07-08
Robert Ryan;Actor, Soundtrack;1909-11-11;USA;1973-07-11
Edmond O'Brien;Actor, Director, Producer;1915-09-10;USA;1985-05-09
Warren Oates;Actor, Soundtrack, Music Department;1928-07-05;USA;1982-04-03
Jaime Sánchez;Actor, Assistant Director;1938-12-19;Puerto Rico;NA
Ben Johnson;Actor, Stunts, Miscellaneous Crew;1918-06-13;USA;1996-04-08
Emilio Fernández;Actor, Writer, Director;1903-03-26;Mexico;1986-08-06
Strother Martin;Actor, Soundtrack;1919-03-26;USA;1980-08-01
L.Q. Jones;Actor, Producer, Director;1927-08-19;USA;NA
Albert Dekker;Actor;1905-12-20;USA;1968-05-05
Bo Hopkins;Actor, Producer;1938-02-02;USA;NA
Dub Taylor;Actor, Soundtrack, Director;1907-02-26;USA;1994-10-03
Paul Harper;Actor;1933-12-08;USA;2009-11-13
Jorge Russek;Actor, Camera Department;1932-01-04;Mexico;1998-07-30
Alfonso Arau;Actor, Director, Writer;1932-01-11;Mexico;NA
Chano Urueta;Director, Writer, Actor;1904;Mexico;1979-03-23
Elsa Cárdenas;Actress, Camera Department;1935-08-03;Mexico;NA
Bill Hart;Actor, Stunts;1934-07-28;USA;2015-01-02
Rayford Barnes;Actor;1920-10-23;USA;2000-11-11
Stephen Ferry;Actor;1925-10-14;USA;NA
Sonia Amelio;Actress;NA;NA;NA
Aurora Clavel;Actress;1936;Mexico;NA
Enrique Lucero;Actor;1920-10-09;Mexico;1989-05-09
Elizabeth Dupeyrón;Actress;1951-01-14;Mexico;NA
Yolanda Ponce;Actress, Stunts;NA;NA;NA
José Chávez;Actor;1916-06-12;Mexico;1988-07-13
Zach Galligan;Actor;1964-02-14;USA;NA
Phoebe Cates;Actress, Soundtrack;1963-07-16;USA;NA
John Glover;Actor, Soundtrack, Miscellaneous Crew;1944-08-07;USA;NA
Robert Prosky;Actor;1930-12-13;USA;2008-12-08
Robert Picardo;Actor, Writer, Soundtrack;1953-10-27;USA;NA
Christopher Lee;Actor, Soundtrack, Producer;1922-05-27;UK;NA
Haviland Morris;Actress;1959-09-14;USA;NA
Dick Miller;Actor, Writer, Director;1928-12-25;USA;NA
Jackie Joseph;Actress, Writer, Camera Department;1933-11-07;USA;NA
Gedde Watanabe;Actor, Soundtrack;1955-06-26;USA;NA
Keye Luke;Actor, Art Department, Miscellaneous Crew;1904-06-18;China;1991-01-12
Kathleen Freeman;Actress, Soundtrack, Miscellaneous Crew;1919-02-17;USA;2001-08-23
Don Stanton;Actor;1952-12-22;USA;NA
Dan Stanton;Actor;1952-12-22;USA;NA
Shawn Nelson;Miscellaneous Crew, Actor;NA;NA;NA
Archie Hahn;Actor, Miscellaneous Crew, Sound Department;NA;NA;NA
Leslie Neale;Actress, Director, Producer;NA;NA;NA
Ron Fassler;Actor, Writer;1957-03-04;USA;NA
Time Winters;Actor;1956-02-03;USA;NA
Heather Haase;Miscellaneous Crew, Actress;1972-05-11;USA;NA
Jason Presson;Actor;1971-08-31;USA;NA
Lisa Mende;Actress;NA;NA;NA
Patrika Darbo;Actress, Producer, Director;1948-04-06;USA;NA
Jerry Goldsmith;Music Department, Soundtrack, Composer;1929-02-10;USA;2004-07-21
Rick Ducommun;Actor, Writer, Producer;1956-07-03;Canada;NA
John Capodice;Actor, Producer;1941-12-25;USA;NA
Belinda Balaski;Actress;1947-12-08;USA;NA
Nicky Rose;Actress, Producer;NA;NA;NA
Paul Bartel;Actor, Director, Writer;1938-08-06;USA;2000-05-13
Kenneth Tobey;Actor;1917-03-23;USA;2002-12-22
Heidi Kempf;Actress;NA;NA;NA
Eric Shawn;Actor;1957-03-12;USA;NA
Michael Salort;Writer, Actor, Producer;NA;NA;NA
Frank P. Ryan;Actor;NA;NA;NA
Diane Sainte-Marie;Actress;NA;NA;NA
Paul Walker;Actor, Producer, Miscellaneous Crew;1973-09-12;USA;2013-11-30
Jessica Alba;Actress, Cinematographer, Producer;1981-04-28;USA;NA
Scott Caan;Actor, Writer, Director;1976-08-23;USA;NA
Ashley Scott;Actress;1977-07-13;USA;NA
Josh Brolin;Actor, Producer, Director;1968-02-12;USA;NA
James Frain;Actor;1968-03-14;UK;NA
Tyson Beckford;Actor, Producer;1970-12-19;USA;NA
Dwayne Adway;Actor, Producer;1969-02-01;USA;NA
Javon Frazer;Actor;NA;NA;NA
Chris Taloa;Actor;1973-05-30;NA;NA
Peter R.V. Bowleg Jr.;Actor;NA;NA;NA
Clifford McIntosh;Actor;NA;NA;NA
Adam Collins;Actor, Sound Department, Miscellaneous Crew;NA;NA;NA
Gill Montie;Actor, Make Up Department;NA;NA;NA
Dan Ballard;Actor;NA;NA;NA
Sandra Bullock;Actress, Producer, Soundtrack;1964-07-26;USA;NA
Julian McMahon;Actor, Producer;1968-07-27;Australia;NA
Shyann McClure;Actress;2000-05-10;USA;NA
Courtney Taylor Burness;Actress, Miscellaneous Crew;1995-10-08;USA;NA
Nia Long;Actress, Soundtrack;1970-10-30;USA;NA
Marc Macaulay;Actor, Stunts;1957-10-13;USA;NA
Kate Nelligan;Actress;1950-03-16;Canada;NA
Irene Ziegler;Actress;1955-12-07;USA;NA
Phillip DeVona;Actor, Producer;1970-05-11;USA;NA
Ritchie Montgomery;Actor;NA;NA;NA
Matt Moore;Actor, Casting Department, Sound Department;NA;NA;NA
Amber Valletta;Actress, Producer;1974-02-09;USA;NA
Peter Stormare;Actor, Producer, Soundtrack;1953-08-27;Sweden;NA
Laurel Whitsett;Actress, Miscellaneous Crew;NA;NA;NA
Kristin Ketterer;Actress;NA;NA;NA
Marcus Lyle Brown;Actor, Producer, Miscellaneous Crew;1970-12-26;NA;NA
Jason Douglas;Actor;NA;NA;NA
David A. Shaffer;Actor, Camera Department;NA;NA;NA
Floriana Tullio;Actress;NA;NA;NA
Mark Famiglietti;Actor, Writer, Producer;1979-09-26;USA;NA
E.J. Stapleton;Actor;1953-05-19;USA;NA
Jude Ciccolella;Actor;1947;USA;NA
Dale Beasley;Actor, Producer, Camera Department;NA;NA;NA
Michael J. Hebert;Actor;NA;NA;NA
Jay Martin;Actor;1998-06-15;USA;NA
Kimberly Whitfield;Camera Department, Actress;1976-04-17;USA;NA
Katie Chang;Actress;NA;USA;NA
Israel Broussard;Actor;1994-08-22;USA;NA
Emma Watson;Actress, Producer, Soundtrack;1990-04-15;France;NA
Claire Julien;Actress;1995-01-11;USA;NA
Taissa Farmiga;Actress;1994-08-17;USA;NA
Georgia Rock;Actor, Actress;NA;NA;NA
Leslie Mann;Actress;1972-03-26;USA;NA
Carlos Miranda;Actor;NA;NA;NA
Gavin Rossdale;Soundtrack, Actor, Composer;1965-10-30;UK;NA
Stacy Edwards;Actress;1965-03-04;USA;NA
G. Mac Brown;Producer, Production Manager, Miscellaneous Crew;1957;NA;NA
Marc Coppola;Actor, Casting Department, Miscellaneous Crew;1958-04-29;USA;NA
Janet Song;Actress, Miscellaneous Crew;NA;NA;NA
Annie Fitzgerald;Actress, Producer;NA;NA;NA
Lorenzo Hunt;Actor;NA;NA;NA
Timothy Starks;Actor, Casting Director;1969-09-06;USA;NA
Rich Ceraulo;Actor, Producer, Director;1977-03-27;USA;NA
Joe Nieves;Actor;NA;NA;NA
Nelson Rockford;Actor;NA;NA;NA
Doug DeBeech;Actor;NA;NA;NA
Erin Daniels;Actress, Director, Writer;1972-10-09;USA;NA
Patricia Lentz;Actress, Producer;NA;NA;NA
Michelle Alegria;Actress;NA;NA;NA
Stacey Turner;Actress, Director, Producer;NA;NA;NA
Brian Gattas;Actor, Producer, Director;NA;NA;NA
Logan Miller;Actor;1992-02-18;USA;NA
Marcia Ann Burrs;Actress;NA;NA;NA
Michael Yo;Actor;1974-11-01;USA;NA
Halston Sage;Actress;1993-05-10;USA;NA
Marshall Bell;Actor;1942-09-28;USA;NA
Brenda Koo;Actress;NA;NA;NA
Maika Monroe;Actress;1993-05-29;USA;NA
Isabel Lasker;Actress;NA;NA;NA
Adea Lennox;Actress;NA;NA;NA
Kelan Pannell;Actor;NA;NA;NA
Janette Scott;Actress, Soundtrack, Miscellaneous Crew;1938-12-14;UK;NA
Simon Pegg;Actor, Writer, Producer;1970-02-14;UK;NA
Megan Fox;Actress, Producer, Soundtrack;1986-05-16;USA;NA
Gillian Anderson;Actress, Soundtrack, Director;1968-08-09;USA;NA
Kelly Jo Charge;Actress;NA;NA;NA
Christian Smith;Actor;NA;NA;NA
Katherine Parkinson;Actress, Soundtrack, Writer;1978;UK;NA
Felicity Montagu;Actress, Soundtrack;1960-09-12;UK;NA
Thandie Newton;Actress, Soundtrack;1972-11-06;UK;NA
John Lightbody;Actor;NA;NA;NA
Ian Bonar;Actor;NA;NA;NA
James Corden;Actor, Writer, Producer;1978-08-22;UK;NA
Fenella Woolgar;Actress;1969-08-04;UK;NA
Chris O'Dowd;Actor, Writer, Producer;1979-10-09;Ireland;NA
Hugh Thompson;Actor;NA;NA;NA
Emily Thorling;Actress;NA;NA;NA
Jeff Bridges;Actor, Soundtrack, Producer;1949-12-04;USA;NA
Miquel Brown;Actress, Soundtrack;1945;Canada;NA
Miriam Margolyes;Actress, Soundtrack;1941-05-18;UK;NA
Nathalie Cox;Actress;NA;NA;NA
Kirsten Dunst;Actress, Soundtrack, Director;1982-04-30;USA;NA
Sam Douglas;Actor;1957-06-17;UK;NA
Charlotte Devaney;Actress;NA;NA;NA
Gillian King;Actress;NA;NA;NA
Danny Huston;Actor, Director, Writer;1962-05-14;Italy;NA
Margo Stilley;Actress;1982-11-20;USA;NA
Isabella Calthorpe;Actress;1980-03-03;UK;NA
Hannah Waddingham;Actress, Soundtrack;1974;UK;NA
Diana Kent;Actress;NA;NA;NA
Max Minghella;Actor, Producer, Writer;1985-09-16;UK;NA
Emily Denniston;Actress;NA;NA;NA
Jefferson Mays;Actor, Soundtrack, Miscellaneous Crew;1965-06-08;USA;NA
Ashley Madekwe;Actress;1981-12-06;UK;NA
Lisa McAllister;Actress;1980-11-21;UK;NA
Julia West;Actress;NA;NA;NA
Brona C. Titley;Writer, Actress, Miscellaneous Crew;NA;NA;NA
Charles De Bromhead;Actor;NA;NA;NA
Jane Perry;Actress;NA;NA;NA
Jeremy Theobald;Actor, Producer;NA;NA;NA
Alex Haw;Actor;NA;NA;NA
Lucy Russell;Actress;1972;UK;NA
John Nolan;Actor;1938-05-22;UK;NA
Dick Bradsell;Actor;NA;NA;NA
Gillian El-Kadi;Actress;NA;NA;NA
Jennifer Angel;Actress;NA;NA;NA
Nicolas Carlotti;Actor;NA;NA;NA
Darren Ormandy;Actor, Writer, Editor;NA;NA;NA
