"name";"jobTitle";"Place_of_Birth";"BirthDate";"DeathDate"
Samara Lee;Actress;NA;NA;NA
Francis J. Murphy III;Actor;NA;NA;NA
Jane Mowder;Actress;NA;NA;NA
David 'Doc' Bennett;Actor;NA;NA;NA
Lee Perkins;Actor, Producer, Stunts;1966-12-16;USA;NA
Robert Haramia;Actor;NA;NA;NA
Daniel Hilt;Actor, Producer;NA;NA;NA
Bryan Cook;Actor;NA;NA;NA
David Zabriskie;Actor;NA;NA;NA
Zach Rey;Actor;NA;NA;NA
Reece Humphrey;Actor;NA;NA;NA
J.D. Bergman;Actor;NA;NA;NA
Corey Jantzen;Actor, Camera Department;NA;NA;NA
Frederick Feeney;Actor;NA;NA;NA
Mark Schultz;Actor, Producer;NA;NA;NA
Lee Kemp;Actor;NA;NA;NA
Jake Herbert;Actor;NA;NA;NA
Donald Modrick;Actor;NA;NA;NA
Gabrielle Burton;Actress, Producer, Director;NA;NA;NA
Kevin Cooke;Actor;NA;NA;NA
Richard E. Chapla Jr.;Production Manager, Miscellaneous Crew, Producer;1967-06-10;USA;NA
Bill Ehrin;Actor, Stunts, Miscellaneous Crew;1975-10-10;USA;NA
Roger Callard;Actor, Producer, Stunts;NA;NA;NA
Dan Anders;Actor, Stunts, Producer;NA;NA;NA
Barry Vlanich;Actor;NA;NA;NA
Sam Brehm;Actor;NA;NA;NA
Stan Dziedzic;Actor;NA;NA;NA
David Miller;Actor;NA;NA;NA
Bruce Baumgartner;Actor;NA;NA;NA
Joe Russo;Actor;NA;NA;NA
Ken Williams;Actor;NA;NA;NA
Gene Mills;Actor;NA;NA;NA
John C. Baxter;Actor;NA;NA;NA
Rick Steigerwald;Actor;NA;NA;NA
Mark Snider;Actor;NA;NA;NA
Jazz Securo;Actor;NA;NA;NA
Corey Walker;Actor;NA;NA;NA
Alan Oppenheimer;Actor;1930-04-23;USA;NA
Eberley Adams;Actress;NA;NA;NA
Nicholas Augusta;Actor;NA;NA;NA
Josh Zuckerman;Actor;1985-04-01;USA;NA
Amanda Crew;Actress, Writer;1986-06-05;Canada;NA
Clark Duke;Actor, Director, Writer;1985-05-05;USA;NA
James Marsden;Actor, Soundtrack;1973-09-18;USA;NA
Seth Green;Actor, Writer, Producer;1974-02-08;USA;NA
Alice Greczyn;Actress, Camera Department;1986-02-06;USA;NA
Katrina Bowden;Actress;1988-09-19;USA;NA
Charlie McDermott;Actor, Director, Writer;1990-04-06;USA;NA
Mark L. Young;Actor, Soundtrack;NA;NA;NA
Cole Petersen;Actor;1992-12-04;USA;NA
Dave Sheridan;Actor, Soundtrack, Producer;1969-03-10;USA;NA
Michael Cudlitz;Actor, Art Department, Producer;1964-12-29;USA;NA
Allison Weissman;Actress;NA;NA;NA
Andrea Anders;Actress;1975-05-10;USA;NA
Kim Ostrenko;Actress;NA;NA;NA
Brett Rice;Actor;1954;NA;NA
David Koechner;Actor, Writer, Soundtrack;1962-08-24;USA;NA
Caley Hayes;Actress;NA;NA;NA
Janie Michele Simms;Actress;NA;NA;NA
Shay Roman;Actress, Camera Department;NA;NA;NA
Bella Salinas;Actress;NA;NA;NA
John Ross Bowie;Actor, Soundtrack, Writer;1971-05-30;USA;NA
Keith Hudson;Actor, Producer;NA;NA;NA
Marianne Muellerleile;Actress;1948-11-26;USA;NA
Jessica Just;Actress, Editor, Miscellaneous Crew;NA;NA;NA
Brian Posehn;Actor, Writer, Producer;1966-07-06;USA;NA
Scott Klace;Actor;1961-01-09;USA;NA
Allen Zwolle;Actor;NA;NA;NA
Cleo King;Actress, Soundtrack, Miscellaneous Crew;1962-08-21;USA;NA
Jason Bateman;Actor, Producer, Director;1969-01-14;USA;NA
Jason Sudeikis;Actor, Writer, Soundtrack;1975-09-18;USA;NA
Charlie Day;Actor, Producer, Writer;1976-02-09;USA;NA
Jennifer Aniston;Actress, Producer, Soundtrack;1969-02-11;USA;NA
Kevin Spacey;Actor, Producer, Soundtrack;1959-07-26;USA;NA
Jamie Foxx;Actor, Producer, Writer;1967-12-13;USA;NA
Chris Pine;Actor, Soundtrack, Writer;1980-08-26;USA;NA
Christoph Waltz;Actor, Director, Writer;1956-10-04;Austria;NA
Jonathan Banks;Actor, Writer, Soundtrack;1947-01-31;USA;NA
Lindsay Sloane;Actress, Soundtrack;1977-08-08;USA;NA
Keegan-Michael Key;Actor, Writer, Producer;1971-03-22;USA;NA
Kelly Stables;Actress, Miscellaneous Crew, Stunts;1978-01-26;USA;NA
Jerry Lambert;Actor;1957-08-08;USA;NA
Sam Richardson;Actor;NA;NA;NA
Brianne Howey;Actress;NA;NA;NA
Lidia Porto;Actress;NA;NA;NA
Jaye Razor;Actor;NA;NA;NA
Lennon Parham;Actress, Writer, Producer;NA;NA;NA
Jill Basey;Actress;NA;NA;NA
Alyssa Preston;Actress;NA;NA;NA
Jennifer Bock;Actress;NA;NA;NA
Bruno Amato;Actor, Writer;1961-11-16;USA;NA
Suzy Nakamura;Actress;1973-12-02;USA;NA
Michelle L. Gardner;Actress, Producer, Miscellaneous Crew;NA;NA;NA
Andy Buckley;Actor, Writer, Producer;NA;NA;NA
James Michael Connor;Actor;NA;NA;NA
Rob Huebel;Actor, Writer, Producer;1969-06-04;USA;NA
Allen Zwolle;Actor;NA;NA;NA
Charles Iacuzzo;Actor;NA;NA;NA
Brendan Hunt;Actor, Writer, Camera Department;NA;NA;NA
Rebecca Field;Actress, Director;NA;NA;NA
Camilla Lim;Actress, Miscellaneous Crew, Producer;NA;NA;NA
Chase Kim;Actor, Miscellaneous Crew, Sound Department;NA;NA;NA
Atsuko Tanaka;Actress;1962-11-14;Japan;NA
Akio Ôtsuka;Actor;1959-11-24;Japan;NA
Kôichi Yamadera;Actor;1961-06-17;Japan;NA
Yutaka Nakano;Actor;1951-01-10;Japan;NA
Tamio Ôki;Actor;1928-01-02;Japan;NA
Tesshô Genda;Actor, Soundtrack;1948-05-20;Japan;NA
Namaki Masakazu;Actor;NA;NA;NA
Masato Yamanouchi;Actor;1929-04-03;Japan;2003-04-07
Shinji Ogawa;Actor;1941-02-19;Japan;2015-03-07
Mitsuru Miyamoto;Actor;1958-09-08;Japan;NA
Kazuhiro Yamaji;Actor;1954-06-04;Japan;NA
Shigeru Chiba;Actor, Sound Department;1954-02-04;Japan;NA
Hiroshi Yanaka;Actor;1958-03-10;Japan;NA
Ginzô Matsuo;Actor;1951-12-26;Japan;2001-08-25
Takashi Matsuyama;Actor, Soundtrack;1960-04-02;Japan;NA
Sanryô Odaka;Actor;NA;NA;NA
Masamichi Satô;Actor;NA;NA;NA
Atsuko Hayashida;Actor;NA;NA;NA
Yuji Ueda;Actor;1967-06-15;Japan;NA
Toshiki Kameyama;Sound Department, Director, Actor;NA;NA;NA
Atsushi Goto;Actor;1957-02-28;Japan;NA
Maaya Sakamoto;Actress, Soundtrack, Music Department;1980-03-31;Japan;NA
Iemasa Kayumi;Actor;1932-10-31;Japan;2014-09-30
Richard Epcar;Actor, Director, Miscellaneous Crew;1955-04-29;USA;NA
Mimi Woods;Actress;NA;NA;NA
William Knight;Actor;NA;NA;NA
Tom Wyner;Actor, Writer, Director;1947-06-16;NA;NA
Christopher Joyce;Actor, Writer, Director;NA;NA;NA
Michael Sorich;Actor, Miscellaneous Crew, Writer;1958-03-23;USA;NA
Simon Prescott;Actor, Miscellaneous Crew;1936-05-26;USA;NA
Tom Hardy;Actor, Producer;1977-09-15;UK;NA
Noomi Rapace;Actress;1979-12-28;Sweden;NA
James Gandolfini;Actor, Soundtrack, Producer;1961-09-18;USA;2013-06-19
Matthias Schoenaerts;Actor, Producer;1977-12-08;Belgium;NA
John Ortiz;Actor, Producer;1968-05-23;USA;NA
Elizabeth Rodriguez;Actress;NA;NA;NA
Michael Aronov;Actor;NA;NA;NA
Morgan Spector;Actor;NA;NA;NA
Michael Esper;Actor, Soundtrack;1976-12-01;USA;NA
Ross Bickell;Actor;1947-01-14;USA;NA
James Frecheville;Actor, Producer;NA;NA;NA
Tobias Segal;Actor;NA;NA;NA
Patricia Squire;Actress;NA;NA;NA
Ann Dowd;Actress;1956-01-30;USA;NA
Chris Sullivan;Actor;NA;NA;NA
Lucas Caleb Rooney;Actor;NA;NA;NA
Jeremy Bobb;Actor;NA;NA;NA
James Colby;Actor;1961-09-20;USA;NA
Mike Houston;Actor;1976-02-23;USA;NA
Michael O'Hara;Actor;NA;NA;NA
Scott Johnsen;Actor;NA;NA;NA
David Brown;Actor;NA;NA;NA
Jessica Tate;Actress;NA;NA;NA
Milla Jovovich;Actress, Soundtrack, Composer;1975-12-17;USSR [now Ukraine];NA
Cameron Bright;Actor;1993-01-26;Canada;NA
Nick Chinlund;Actor, Producer;1961-11-18;USA;NA
Sebastien Andrieu;Actor;1978-05-04;NA;NA
Ida Martin;Actress;NA;NA;NA
William Fichtner;Actor;1956-11-27;USA;NA
David E. Collier;Actor;NA;NA;NA
Kieran O'Rorke;Actor;NA;NA;NA
Digger Mesch;Actor, Producer, Director;NA;NA;NA
Ryan Martin;Actor, Producer, Casting Department;NA;NA;NA
Steven Calcote;Producer, Director, Editor;1973-09-19;USA;NA
Ricardo Mamood-Vega;Actor, Producer, Writer;1968-06-05;Argentina;NA
Mike Smith;Stunts, Actor, Assistant Director;NA;NA;NA
Clay Cullen;Stunts, Actor, Miscellaneous Crew;NA;NA;NA
Jennifer Caputo;Stunts, Actress, Producer;NA;NA;NA
Jack Murphy;Actor;NA;NA;NA
Diego Swing;Actor;NA;NA;NA
Theodore Thomas;Actor;NA;NA;NA
Abraham Boyd;Actor, Production Manager;1962-11-12;USA;NA
Matthew Sturgess;Actor, Stunts;1971-05-12;Channel Islands;NA
Alexander Key;Actor;NA;NA;NA
Pete Spurrier;Actor, Writer, Producer;1972-09-17;UK;NA
Abigail Breslin;Actress, Soundtrack;1996-04-14;USA;NA
Walter Raney;Actor, Miscellaneous Crew;NA;NA;NA
Sofia Vassilieva;Actress, Soundtrack;1992-10-22;USA;NA
Cameron Diaz;Actress, Producer, Soundtrack;1972-08-30;USA;NA
Heather Wahlquist;Actress, Writer;1977-05-23;USA;NA
Jason Patric;Actor, Producer;1966-06-17;USA;NA
Evan Ellingson;Actor;1988-07-01;USA;NA
Alec Baldwin;Actor, Producer, Soundtrack;1958-04-03;USA;NA
Nicole Marie Lenz;Actress;1980-01-24;USA;NA
Paul Butler;Actor;NA;NA;NA
Olivia Hancock;Actress;2003-12-24;USA;NA
Jeffrey Markle;Actor;NA;NA;NA
Emily Deschanel;Actress, Producer, Soundtrack;1976-10-11;USA;NA
John DeRosa;Actor;NA;NA;NA
Marcos A. Ferraez;Actor, Director, Writer;1966-10-27;NA;NA
Noni Tulk-Perna;Actress, Miscellaneous Crew;NA;NA;NA
Matthew Barry;Casting Director, Actor, Casting Department;1962-09-05;USA;NA
Annie Wood;Actress, Writer, Director;1971;USA;NA
Mark Johnson;Producer, Assistant Director, Actor;NA;NA;NA
Chris Kinkade;Actor;NA;NA;NA
David Thornton;Actor, Soundtrack;1953-06-12;USA;NA
Elizabeth Daily;Actress, Soundtrack, Miscellaneous Crew;1961-09-11;USA;NA
Rico Simonini;Actor, Writer, Producer;NA;NA;NA
Frank Cassavetes;Actor, Miscellaneous Crew;NA;NA;NA
David Bortolucci;Actor, Director;NA;NA;NA
Olivia Jade Fine;Actress;NA;NA;NA
Andrew Schaff;Actor, Miscellaneous Crew, Producer;NA;NA;NA
Brennan Bailey;Actor;1997-01-23;USA;NA
Andrew Shack;Music Department, Producer, Actor;NA;NA;NA
Angel Garcia;Actress;NA;NA;NA
Joan Cusack;Actress, Soundtrack, Writer;1962-10-11;USA;NA
Frank Peluso;Miscellaneous Crew, Actor, Producer;NA;NA;NA
Jet Li;Actor, Producer, Miscellaneous Crew;1963-04-26;China;NA
Jason Statham;Actor, Producer;1967-07-26;UK;NA
John Lone;Actor, Soundtrack;1952-10-13;Hong Kong;NA
Devon Aoki;Actress;1982-08-10;USA;NA
Luis Guzmán;Actor, Producer;1956-08-28;Puerto Rico;NA
Saul Rubinek;Actor, Soundtrack, Director;1948-07-02;Germany;NA
Ryo Ishibashi;Actor;1956-07-20;Japan;NA
Sung Kang;Actor, Producer, Writer;1972-04-08;USA;NA
Mathew St. Patrick;Actor, Producer, Soundtrack;1968-03-17;USA;NA
Nadine Velazquez;Actress, Producer;1978-11-20;USA;NA
Andrea Roth;Actress, Producer;1967-09-30;Canada;NA
Mark Cheng;Actor;1964-10-06;Hong Kong;NA
Kane Kosugi;Actor, Stunts, Miscellaneous Crew;1974-10-11;USA;NA
Kennedy Montano;Actress;NA;NA;NA
Terry Chen;Actor;1975-02-03;Canada;NA
Steph Song;Actress;1984-04-19;Malaysia;NA
Annika Foo;Actress;NA;NA;NA
Nicholas Elia;Actor;1997-10-12;NA;NA
Kenneth Choi;Actor;1971-10-20;USA;NA
Eric Keenleyside;Actor;1957-10-11;Canada;NA
Paul Jarrett;Actor, Special Effects, Soundtrack;1979-01-05;NA;NA
Johnson Phan;Stunts, Actor, Assistant Director;NA;NA;NA
Jung-Yul Kim;Actor, Stunts;NA;NA;NA
Hiro Kanagawa;Actor, Writer, Miscellaneous Crew;1963-10-13;Japan;NA
Wilken Yam;Actor;NA;NA;NA
Aaron Au;Stunts, Actor, Producer;NA;NA;NA
Mark Louie;Actor;1974-04-13;Canada;NA
Jennifer Chung;Actress, Set Decorator;NA;NA;NA
Lucy Lu;Actress;NA;NA;NA
Julia Roberts;Actress, Producer, Soundtrack;1967-10-28;USA;NA
Richard Gere;Actor, Soundtrack, Producer;1949-08-31;USA;NA
Joan Cusack;Actress, Soundtrack, Writer;1962-10-11;USA;NA
Hector Elizondo;Actor, Director, Soundtrack;1936-12-22;USA;NA
Rita Wilson;Actress, Producer, Director;1956-10-26;USA;NA
Paul Dooley;Actor, Writer, Producer;1928-02-22;USA;NA
Christopher Meloni;Actor, Director, Producer;1961-04-02;USA;NA
Donal Logue;Actor, Soundtrack, Producer;1966-02-27;Canada;NA
Reg Rogers;Actor, Soundtrack;1964-12-23;USA;NA
Yul Vazquez;Actor, Producer, Soundtrack;NA;NA;NA
Jane Morris;Actress;NA;USA;NA
Lisa Roberts Gillan;Actress, Producer, Soundtrack;1965;USA;NA
Kathleen Marshall;Actress, Miscellaneous Crew;1967-12-16;USA;NA
Jean Schertler;Actress;NA;NA;2013-12-19
Tom Hines;Actor, Director, Producer;1969-06-05;USA;NA
Tom Mason;Actor;NA;USA;NA
Garrett Wright;Actor;NA;NA;NA
Sela Ward;Actress, Producer;1956-07-11;USA;NA
Marvin Braverman;Actor, Writer, Miscellaneous Crew;NA;NA;NA
Yvonne Pollack;Actress;1969-07-07;USA;NA
Joy Rosenthal;Actress;NA;NA;NA
John Goldman;Actor;NA;NA;NA
Sandra Taylor;Actress, Miscellaneous Crew;1966-12-26;USA;NA
Thong Nguyen;Actor;NA;NA;NA
Karen Stirgwolt;Producer, Actress;NA;NA;NA
Lee McKenna;Actress;NA;NA;NA
Patrick Richwood;Actor;1962-11-06;USA;NA
Marty Nadler;Miscellaneous Crew, Producer, Writer;NA;NA;NA
Allan Kent;Actor, Editor;NA;NA;NA
Sylvester Stallone;Actor, Producer, Writer;1946-07-06;USA;NA
Kurt Russell;Actor, Writer, Producer;1951-03-17;USA;NA
Teri Hatcher;Actress, Soundtrack, Director;1964-12-08;USA;NA
Jack Palance;Actor, Director, Assistant Director;1919-02-18;USA;2006-11-10
Brion James;Actor, Producer;1945-02-20;USA;1999-08-07
James Hong;Actor, Producer, Director;1929-02-22;USA;NA
Marc Alaimo;Actor;1942-05-05;USA;NA
Philip Tan;Stunts, Actor, Miscellaneous Crew;1960;Singapore;NA
Michael J. Pollard;Actor, Soundtrack;1939-05-30;USA;NA
Robert Z'Dar;Actor, Producer;1950-06-03;USA;2015-03-30
Lewis Arquette;Actor, Writer, Producer;1935-12-14;USA;2001-02-10
Edward Bunker;Actor, Writer, Miscellaneous Crew;1933-12-31;USA;2005-07-19
Leslie Morris;Actor;NA;NA;NA
Roy Brocksmith;Actor, Soundtrack;1945-09-15;USA;2001-12-16
Susan Krebs;Actress;1947;USA;NA
David Byrd;Actor;1932-09-03;USA;2001-01-26
Richard Fancy;Actor;1943-08-02;USA;NA
Jerry Martinez;Art Department, Actor;NA;NA;NA
Michael Jeter;Actor, Soundtrack, Director;1952-08-26;USA;2003-03-30
Bing Russell;Actor, Writer;1926-05-05;USA;2003-04-08
Alphonse Walter;Actor, Stunts;NA;NA;NA
Peter Stensland;Actor;NA;NA;NA
Phil Rubenstein;Actor;1940-08-03;USA;1992-06-26
Elizabeth Sung;Actress, Miscellaneous Crew, Director;1954-10-14;Hong Kong;NA
Clint Howard;Actor, Soundtrack, Producer;1959-04-20;USA;NA
Ed DeFusco;Actor;NA;NA;NA
Jack Goode Jr.;Actor;NA;NA;NA
Bobby Campo;Actor;1983-03-09;USA;NA
Shantel VanSanten;Actress;1985-07-25;USA;NA
Nick Zano;Actor, Producer, Soundtrack;1978-03-08;USA;NA
Haley Webb;Actress, Producer, Editor;1985-11-25;USA;NA
Mykelti Williamson;Actor, Director, Writer;1957-03-04;USA;NA
Krista Allen;Actress;1971-04-05;USA;NA
Andrew Fiscella;Actor, Producer;1966-05-25;NA;NA
Justin Welborn;Actor, Stunts, Producer;NA;NA;NA
Stephanie Honoré;Actress;1984-05-11;NA;NA
Lara Grice;Actress;1971-08-11;USA;NA
Jackson Walker;Actor, Producer, Miscellaneous Crew;NA;NA;NA
Phil Austin;Actor;NA;NA;NA
William Aguillard;Actor;NA;NA;NA
Brendan Aguillard;Actor;NA;NA;NA
Juan Kincaid;Actor;NA;NA;NA
Monique Detraz;Actress;NA;NA;NA
Chris Fry;Actor;1958-09-24;USA;NA
Tina Parker;Actress;NA;NA;NA
Cecile Monteyne;Actress, Assistant Director;NA;NA;NA
Stacey Dizon;Actress;NA;NA;NA
Dane Rhodes;Actor;NA;NA;NA
Gabrielle Chapin;Actress, Miscellaneous Crew;NA;NA;NA
Harold Evans;Actor;NA;NA;NA
Camille E. Bourgeois III;Actor;NA;NA;NA
Curtis E. Akin;Actor;NA;NA;NA
Eric Paulsen;Actor;NA;NA;NA
Belford Carver;Actor;NA;NA;NA
Dennis Nguyen;Actor;NA;NA;NA
Jedda Jones;Actress, Writer;NA;NA;NA
Joseph T. Ridolfo;Actor;NA;NA;NA
Chris Langlois;Actor;NA;NA;NA
Trey Burvant;Actor, Producer, Writer;NA;NA;NA
Billy Bob Thornton;Actor, Writer, Director;1955-08-04;USA;NA
Dwight Yoakam;Soundtrack, Actor, Writer;1956-10-23;USA;NA
J.T. Walsh;Actor;1943-09-28;USA;1998-02-27
John Ritter;Actor, Producer, Soundtrack;1948-09-17;USA;2003-09-11
Lucas Black;Actor;1982-11-29;USA;NA
Natalie Canerday;Actress, Miscellaneous Crew;1962-03-09;USA;NA
James Hampton;Actor, Director, Writer;1936-07-09;USA;NA
Robert Duvall;Actor, Producer, Soundtrack;1931-01-05;USA;NA
Rick Dial;Actor, Soundtrack;1955-03-09;USA;2011-05-28
Brent Briscoe;Actor, Writer;1961-05-21;USA;NA
Christine Renee Ward;Director, Writer, Editor;NA;NA;NA
Sarah Boss;Actress, Miscellaneous Crew;1975-06-15;USA;NA
Kathy Sue Brown;Actress;NA;NA;NA
Wendell Rafferty;Actor;NA;NA;NA
Bruce Hampton;Actor;NA;NA;NA
Vic Chesnutt;Soundtrack, Composer, Actor;1964-11-12;USA;2009-12-25
Peggy Lee;Soundtrack, Actress, Music Department;1920-05-26;USA;2002-01-21
Larry Roberts;Actor;1926-09-28;USA;1992-07-17
Bill Baucom;Actor;1910-05-05;NA;1981-03-16
Verna Felton;Actress, Soundtrack;1890-07-20;USA;1966-12-14
George Givot;Actor, Soundtrack;1903-02-18;USA;1984-06-07
Stan Freberg;Actor, Soundtrack, Writer;1926-08-07;USA;2015-04-07
Lee Millar;Actor, Soundtrack;1924-06-13;Canada;1980-09-21
Barbara Luddy;Actress, Soundtrack;1907-05-25;USA;1979-04-01
Bill Thompson;Actor, Soundtrack;1913-07-08;USA;1971-07-15
Dal McKennon;Actor, Soundtrack, Miscellaneous Crew;1919-07-19;USA;2009-07-14
Alan Reed;Actor, Soundtrack;1907-08-20;USA;1977-06-14
The Mellomen;Soundtrack, Actor, Music Department;NA;NA;NA
Dick Clark;Producer, Actor, Writer;1929-11-30;USA;2012-04-18
Sam Rockwell;Actor, Producer, Director;1968-11-05;USA;NA
Michelle Sweeney;Actress, Miscellaneous Crew;NA;NA;NA
Drew Barrymore;Producer, Actress, Soundtrack;1975-02-22;USA;NA
Chelsea Ceci;Actress;1991-11-22;Canada;NA
Michael Cera;Actor, Producer, Director;1988-06-07;Canada;NA
Aimee Rose Ambroziak;Actress;NA;NA;NA
Isabelle Blais;Actress, Soundtrack;1975;Canada;NA
Melissa Carter;Actress;1979-03-20;Canada;NA
Jennifer Hall;Actress, Soundtrack, Producer;1977-10-20;USA;NA
Ilona Elkin;Actress;1976-10-01;Finland;NA
Sean Tucker;Actor, Producer, Writer;1973-02-23;Canada;NA
Jaye P. Morgan;Actress, Soundtrack, Music Department;1931-12-03;USA;NA
Maggie Gyllenhaal;Actress, Soundtrack;1977-11-16;USA;NA
David Julian Hirsh;Actor, Producer, Writer;1973-10-26;Canada;NA
Jerry Weintraub;Producer, Actor;1937-09-26;USA;NA
George Clooney;Actor, Producer, Director;1961-05-06;USA;NA
Frank Fontaine;Actor, Miscellaneous Crew;1936-11-28;Canada;NA
Rachelle Lefevre;Actress;1979-02-01;Canada;NA
Gene Patton;Actor, Art Department;1932-04-25;USA;2015-03-09
Robert John Burke;Actor;1960-09-12;USA;NA
Daniel Zacapa;Actor;1954;Honduras;NA
Emilio Rivera;Actor, Producer, Miscellaneous Crew;1961-02-24;USA;NA
Carlos Carrasco;Actor, Director, Producer;1948-04-05;Panama;NA
Barbara Bacci;Actress;NA;NA;NA
Janet Lane;Actress, Art Department;1978-05-13;Canada;NA
Shaun Balbar;Actor, Art Department, Costume Department;1974-03-03;Canada;NA
Jeff Lefebvre;Actor;1965-11-12;USA;NA
Michael Filipowich;Actor;NA;NA;NA
Samantha Kaine;Actress, Producer;1973-01-25;Jamaica;NA
Christian Paul;Actor, Soundtrack, Camera Department;1973-05-18;Canada;NA
Jim Lange;Actor;1932-08-15;USA;2014-02-25
Kristen Wilson;Actress;1969-09-04;USA;NA
Steve Adams;Actor, Producer, Writer;1960-09-04;Canada;2012-01-23
Samuel L. Jackson;Actor, Producer, Soundtrack;1948-12-21;USA;NA
Carrie-Anne Moss;Actress, Producer;1967-08-21;Canada;NA
Michael Sheen;Actor, Producer, Soundtrack;1969-02-05;UK;NA
Stephen Root;Actor, Soundtrack;1951-11-17;USA;NA
Lora Kojovic;Actress;NA;NA;NA
Martin Donovan;Actor, Director, Writer;1957-08-19;USA;NA
Gil Bellows;Actor, Producer, Director;1967-06-28;Canada;NA
Vincent Laresca;Actor;1974-01-21;USA;NA
Brandon Routh;Actor, Producer;1979-10-09;USA;NA
Joshua Harto;Actor, Writer, Producer;1979-01-09;USA;NA
Holmes Osborne;Actor;1947-11-07;USA;NA
Michael Rose;Actor;NA;NA;NA
Randy Oglesby;Actor, Miscellaneous Crew;NA;NA;NA
Benito Martinez;Actor;1971-06-28;USA;NA
Sasha Roiz;Actor;1973-10-21;Israel;NA
Dayo Ade;Actor, Miscellaneous Crew;NA;NA;NA
Yara Shahidi;Actress, Soundtrack;NA;NA;NA
Sayeed Shahidi;Actor;NA;NA;NA
Necar Zadegan;Actress, Producer;NA;Germany;NA
Jillian Bruno;Actress;1999-12-06;USA;NA
Matthew Broderick;Actor, Soundtrack, Director;1962-03-21;USA;NA
Dabney Coleman;Actor;1932-01-03;USA;NA
John Wood;Actor;1930-07-05;UK;2011-08-06
Ally Sheedy;Actress, Producer, Soundtrack;1962-06-13;USA;NA
Barry Corbin;Actor, Producer, Soundtrack;1940-10-16;USA;NA
Juanin Clay;Actress;1949-11-26;USA;1995-03-12
Kent Williams;Actor;1950-12-27;USA;NA
Dennis Lipscomb;Actor;1942-03-01;USA;2014-07-30
Joe Dorsey;Actor, Writer, Director;1925;NA;NA
Irving Metzman;Actor;NA;NA;NA
Michael Ensign;Actor;1944-02-13;USA;NA
William Bogert;Actor;1936-01-25;USA;NA
Susan Davis;Actress;NA;NA;NA
James Tolkan;Actor, Director;1931-06-20;USA;NA
David Clover;Actor;1940-03-12;USA;2007-07-23
Drew Snyder;Actor, Writer, Director;1946-09-25;USA;NA
John Garber;Actor, Miscellaneous Crew;NA;NA;NA
Duncan Wilmore;Miscellaneous Crew, Actor;NA;NA;NA
Billy Ray Sharkey;Actor;1947-02-10;USA;NA
John Spencer;Actor;1946-12-20;USA;2005-12-16
Michael Madsen;Actor, Producer, Writer;1958-09-25;USA;NA
Erik Stern;Actor;1938-08-02;USA;2012-11-06
Gary Bisig;Actor, Art Department, Miscellaneous Crew;NA;NA;NA
Gary Sexton;Actor;NA;NA;NA
Tobin Bell;Actor, Producer, Director;1942-08-07;USA;NA
Costas Mandylor;Actor;1965-09-03;Australia;NA
Mark Rolston;Actor, Writer;1956-12-07;USA;NA
Betsy Russell;Actress;1963-09-06;USA;NA
Shawnee Smith;Actress, Soundtrack, Producer;1970-07-03;USA;NA
Peter Outerbridge;Actor, Soundtrack, Miscellaneous Crew;1966-06-30;Canada;NA
Athena Karkanis;Actress;NA;NA;NA
Samantha Lemole;Actress, Producer, Art Department;NA;NA;NA
Tanedra Howard;Actress;1980-08-15;USA;NA
Marty Moreau;Actor;NA;NA;NA
Shawn Ahmed;Actor, Producer, Writer;NA;NA;NA
Janelle Hutchison;Actress, Casting Director;NA;NA;NA
Gerry Mendicino;Actor;1950;Canada;NA
Caroline Cave;Actress;NA;NA;NA
George Newbern;Actor, Director, Writer;1964-12-30;USA;NA
Shauna MacDonald;Actress, Producer, Director;1970-10-06;Canada;NA
Devon Bostick;Actor, Producer, Writer;1991-11-13;Canada;NA
Darius McCrary;Actor, Producer, Soundtrack;1976-05-01;USA;NA
Shawn Mathieson;Actor;NA;NA;NA
Melanie Scrofano;Actress, Miscellaneous Crew;NA;NA;NA
Karen Cliche;Actress;1976-07-22;Canada;NA
James Gilbert;Actor;1982;Canada;NA
Alex Frost;Actor;1987-02-17;USA;NA
Eric Deulen;Actor;1986-07-17;USA;NA
John Robinson;Actor, Writer, Producer;1985-10-25;USA;NA
Elias McConnell;Actor;NA;NA;NA
Jordan Taylor;Actress;NA;NA;NA
Carrie Finklea;Actress, Producer, Writer;1988-10-15;USA;NA
Nicole George;Actress;NA;NA;NA
Brittany Mountain;Actress;NA;NA;NA
Alicia Miles;Miscellaneous Crew, Actress;NA;NA;NA
Kristen Hicks;Actress;NA;NA;NA
Bennie Dixon;Actor;NA;NA;NA
Nathan Tyson;Actor;1985-01-10;USA;NA
Timothy Bottoms;Actor, Producer;1951-08-30;USA;NA
Matt Malloy;Actor, Producer, Soundtrack;NA;USA;NA
Ellis Williams;Actor, Miscellaneous Crew;1951-06-28;USA;NA
Chantelle Chriestenson Nelson;Actress, Composer;NA;NA;NA
Kim Kenney;Actress;NA;NA;NA
Marci Buntrock;Actress;NA;NA;NA
Roman Ostrovsky;Actor;NA;NA;NA
Vana O'Brien;Actress, Soundtrack, Miscellaneous Crew;1943-06-20;USA;NA
Michael Paulsen;Actor;NA;NA;NA
Alfred Ono;Actor;NA;NA;NA
Marychris Mass;Costume Department, Costume Designer, Actress;NA;NA;NA
Jim Steinpreis;Actor;NA;NA;NA
Jeremy Simpson;Actor;NA;NA;NA
Sherilyn Lawson;Actress, Costume Department;NA;NA;NA
Sarah Lucht;Actress;NA;NA;NA
Michelle Williams;Actress, Soundtrack, Music Department;1980-09-09;USA;NA
