"name";"jobTitle";"Place_of_Birth";"BirthDate";"DeathDate"
Arlene Martel;Actress, Music Department, Soundtrack;1936-04-14;USA;2014-08-12
Michael Taylor;Actor;NA;NA;NA
Cynthia Hoppenfeld;Actress;NA;NA;NA
Robert Lipton;Actor;1943-11-20;USA;NA
Rip Taylor;Actor, Soundtrack;1935-01-13;USA;NA
Irwin Corey;Actor, Writer;1914-07-29;USA;NA
Sandra Gould;Actress;1916-07-23;USA;1999-07-20
Trent Dolan;Actor;1938-05-05;USA;NA
Lois Walden;Actress;NA;NA;NA
Gloria Victor;Actress;NA;NA;NA
Jessica Stuart;Actress;NA;NA;NA
Bob DeSimone;Actor;1946-04-15;USA;NA
Biff Warren;Actor, Producer;1955-12-09;USA;1993-09-26
Bill Wood;Actor;NA;NA;NA
Craig Rogers;Actor;NA;NA;NA
Ken Johnson;Actor;NA;NA;NA
David Stecker;Actor;NA;NA;NA
Otto Felix;Actor, Producer, Director;1942-12-31;USA;2008-12-13
Barry Hostetler;Actor, Assistant Director, Miscellaneous Crew;NA;NA;NA
Tom Logan;Director, Producer, Writer;1953-09-16;USA;NA
Alain Delon;Actor, Producer, Writer;1935-11-08;France;NA
Mireille Darc;Actress, Writer, Director;1938-05-15;France;NA
Monica Guerritore;Actress;1958-01-05;Italy;NA
Marie Déa;Actress;1912-05-17;France;1992-03-01
Christian Barbier;Actor;1924-06-28;France;2009-11-03
André Falcon;Actor;1924-11-28;France;2009-07-22
Stefano Patrizi;Actor, Editorial Department;1950-10-12;Italy;NA
Felice Andreasi;Actor;1928-01-08;Italy;2005-12-25
Michel Duchaussoy;Actor;1938-11-29;France;2012-03-13
Henri Attal;Actor;1936-05-13;France;2003-07-24
Baaron;Actor, Production Manager;NA;NA;NA
Bhime Souaré;Actor;NA;NA;2014-07-17
Philippe Brigaud;Actor;NA;NA;NA
Geoffrey Carey;Actor, Miscellaneous Crew;NA;NA;NA
Suzanne Carra;Actress;NA;NA;NA
Muriel Catalá;Actress;1952-07-20;France;NA
Lyne Chardonnet;Actress;1943-05-05;France;1980-12-11
Luc Delhumeau;Actor, Art Department;1931-11-16;France;NA
André Dumas;Actor;1921-08-03;France;1996
Colette Duval;Actress;1930-07-28;France;1988-05-22
Hugo Metsers;Actor, Director, Writer;1968-09-12;Netherlands;NA
Joris van de Sande;Actor, Production Manager, Miscellaneous Crew;1978-07-25;Netherlands;NA
Nienke Brinkhuis;Actress;1971-10-10;Netherlands;NA
Dean Reinick;Actor;NA;NA;NA
Adriaan Adriaanse;Actor;1943-01-12;Netherlands;NA
Casper van Bohemen;Actor;1964-10-27;Netherlands;NA
Josefine van Asdonk;Actress;1974-10-06;Netherlands;NA
Serge-Henri Valcke;Actor, Set Decorator, Soundtrack;1946-06-30;Belgium;NA
Nada van Nie;Actress, Soundtrack;1967-01-05;Netherlands;NA
Hummie van de Tonnekreek;Actress;1945-04-16;NA;NA
Kelly van der Veer;Actress;NA;NA;NA
Herald Adolfs;Writer, Actor;NA;NA;NA
Damien Largey;Miscellaneous Crew, Producer, Actor;NA;NA;NA
Erast Garin;Actor, Director, Writer;1902-11-10;Russia];1980-09-04
Patrick Bruel;Actor, Soundtrack, Composer;1959-05-14;France [now Algeria];NA
François Cluzet;Actor;1955-09-21;France;NA
Kristin Scott Thomas;Actress, Soundtrack;1960-05-24;UK;NA
Alan Bates;Actor, Soundtrack;1934-02-17;UK;2003-12-27
Sabine Haudepin;Actress;1955-10-19;France;NA
Thom Hoffman;Actor, Director, Writer;1957-03-03;Netherlands;NA
Lucienne Hamon;Actress, Writer;1930-08-22;France;NA
Marc Jolivet;Actor, Director, Writer;1950-06-17;France;NA
Hidde Maas;Actor;1944-07-29;Netherlands;NA
Betty Assenza;Actress;NA;NA;NA
Tina van Baren;Actress;NA;NA;NA
François Basset;Actor;NA;NA;NA
Stéphane Bielikoff;Actor;NA;NA;NA
Sandra Grasset;Actress;NA;NA;NA
Thomas Hong-Mai;Actress;NA;NA;NA
Pascal Leguennec;Actor;NA;NA;NA
Jean-Pierre Loustau;Actor;NA;NA;NA
Ham-Chau Luong;Actor;NA;NA;NA
Wim Meuwissen;Actor;1943-07-22;Belgium;NA
Georges Pellegrin;Assistant Director, Production Manager, Actor;NA;NA;NA
Jean-Philippe Reverdot;Art Department, Actor, Set Decorator;NA;NA;NA
Fabrice Roche;Actor, Art Department, Assistant Director;NA;NA;NA
Anouk Sluizer;Assistant Director, Miscellaneous Crew, Production Manager;NA;NA;NA
Ysé Tran;Actress, Director, Writer;NA;NA;NA
Emma Lung;Actress, Producer;NA;Australia;NA
Emily Browning;Actress, Soundtrack;1988-12-07;Australia;NA
Robert Morgan;Actor, Soundtrack;NA;NA;NA
David Hoflin;Actor;1979-02-25;Sweden;NA
Nicky Wendt;Actress;NA;NA;NA
Ross Thompson;Actor;NA;NA;NA
Damien Richardson;Actor;NA;NA;NA
Kodi Smit-McPhee;Actor;1996-06-13;Australia;NA
Casside Barlow;Actress;NA;NA;NA
Tracey Callander;Actress;NA;NA;NA
Maggie Miles;Actress, Producer, Production Manager;NA;NA;NA
Jessica Kearton;Actress;NA;NA;NA
Sarah Borg;Actress;NA;NA;NA
Sonya Suares;Actress;1978-02-24;Australia;NA
Harry Chan;Actor;NA;NA;NA
Nicholas Dutt;Actor;NA;NA;NA
Ross Daniels;Actor, Writer, Producer;NA;NA;NA
Steve Cole;Actor;NA;NA;NA
Tegan Crowley;Actress, Miscellaneous Crew;NA;NA;NA
Curtis Cummings;Actor;NA;NA;NA
Campbell Bews;Actor;NA;NA;NA
Jean Gabin;Actor, Producer, Soundtrack;1904-05-17;France;1976-11-15
Isa Miranda;Actress, Soundtrack;1909-07-05;Italy;1982-07-08
Vera Talchi;Actress;1934-08-17;France;NA
Andrea Checchi;Actor;1916-10-21;Italy;1974-03-29
Robert Dalban;Actor, Miscellaneous Crew;1903-07-19;France;1987-04-03
Ave Ninchi;Actress, Miscellaneous Crew;1914-12-14;Italy;1997-11-10
Checco Rissone;Actor, Assistant Director;1909-07-07;Italy;1985-09-26
Renato Malavasi;Actor;1904-08-08;Italy;1998-10-07
Carlo Tamberlani;Actor;1899-03-11;Italy;1980-08-05
Vittorio Duse;Actor, Director, Writer;1916-03-21;Italy;2005-06-02
Marietta Campello;Actress;NA;NA;NA
Agnese Dubbini;Actress;NA;NA;1982-09-27
Claudio Ermelli;Actor;1892-07-24;Italy;1964-10-29
Alessandro Fersen;Actor, Writer, Art Department;1911-12-15;Poland];2001-10-03
Fulvia Fulvi;Actress;NA;NA;NA
Giuseppe Garello;Actor;NA;NA;NA
Franca Lumachi;Actress;1932-07-23;Italy;NA
Gino Passarelli;Actor;NA;NA;NA
Franco Pesce;Actor, Cinematographer, Camera Department;1890-08-11;Italy;1975-12-06
Ermanno Randi;Actor, Writer;1920;Italy;1951-11-01
Michele Riccardini;Actor;1910-10-02;Italy;1978-07-24
Dina Romano;Actress, Miscellaneous Crew;1888-08-29;Italy;1957-11-07
Giulio Tomasini;Actor;1911-02-03;Italy;NA
Pietro Tordi;Actor;1906-07-12;Italy;1990
Sivan Levy;Actress, Director, Writer;1987-06-04;Israel;NA
Eviatar Mor;Actor;NA;NA;NA
Roy Nik;Actor;NA;NA;NA
Niv Zilberberg;Actor;NA;NA;NA
Tal Grushka;Actor;NA;NA;NA
Eran Ivanir;Actor;1962;Israel;NA
Ronit Yudkevitz;Actress;1965-11-14;Israel;NA
Meirav Gruber;Actress;NA;NA;NA
Asaf Hertz;Actor;NA;NA;NA
Nitzan Levratovsky;Actress;NA;NA;NA
Daniel Kitsis;Actress;NA;NA;NA
Gita Amely;Actress;NA;NA;NA
Gil Fishman;Actress;NA;NA;NA
Ido Bartal;Actor;NA;NA;NA
Moti Lugassi;Actor;NA;NA;NA
Alon Leshem;Actor;NA;NA;NA
Alan Ladd;Actor, Producer, Camera Department;1913-09-03;USA;1964-01-29
Sidney Poitier;Actor, Director, Soundtrack;1927-02-20;USA;NA
James Darren;Actor, Director, Soundtrack;1936-06-08;USA;NA
Glenn Corbett;Actor;1933-08-17;USA;1993-01-16
Mort Sahl;Actor;1927-05-11;Canada;NA
Ana María Lynch;Actress;1918-12-13;Argentina;1976-01-25
Paul Richards;Actor;1924-11-23;USA;1974-12-10
Richard Davalos;Actor;1930-11-05;USA;NA
Lee Kinsolving;Actor;1938-08-30;USA;1974-12-04
Joseph Gallison;Actor;1935-03-09;USA;NA
Paul Baxley;Stunts, Assistant Director, Actor;1923-09-24;USA;2011-03-04
Charles Quinlivan;Actor;1924-09-30;USA;1974-11-12
Michael Davis;Actor;NA;NA;NA
Mario Alcalde;Actor, Writer;1926-09-06;USA;1971-04-22
Marie Tsien;Actress;NA;NA;NA
Ingemar Johansson;Actor;1932-09-22;Sweden;2009-01-30
Pat Colby;Actor;1935;USA;NA
Steve Drexel;Actor;1931-12-23;USA;2010-04-17
Jack McCall;Actor;NA;NA;NA
Leonard Mountain Chief;Actor;1939-11-06;USA;1999-03-29
Morgan Roberts;Actor;1912-04-28;USA;1986-07-17
Chris Seitz;Actor;1938-12-02;USA;NA
Sallie Harmsen;Actress;1989-05-02;Netherlands;NA
Ramsey Nasr;Actor;1972-10-10;Netherlands;NA
Loek Peters;Actor;NA;NA;NA
Oren Schrijver;Actor, Casting Director, Director;1978-07-13;Netherlands;NA
Mike Libanon;Actor;NA;NA;NA
Loes Haverkort;Actress;1981-01-19;Netherlands;NA
Ergun Simsek;Actor;1965-01-26;Turkey;NA
Zoe Stork;Casting Director, Actress;NA;NA;NA
Anne-Marie Jung;Actress, Soundtrack;1976-04-03;Netherlands;NA
Poal Cairo;Actor, Director;NA;NA;NA
Marcel De Hoogd;Sound Department, Actor, Composer;1958-09-29;Netherlands;NA
Ryan Hansen;Actor, Cinematographer;1981-07-05;USA;NA
James Immekus;Actor;NA;USA;NA
Zach McGowan;Actor, Miscellaneous Crew, Stunts;NA;USA;NA
Sarah Smick;Actress, Producer, Director;NA;NA;NA
Ian Michaels;Actor, Producer, Writer;NA;NA;NA
Richard Riehle;Actor, Producer;1948-05-12;USA;NA
Angela Bullock;Actress;1956-07-05;USA;NA
Robert R. Shafer;Actor, Writer, Producer;1958-04-10;USA;NA
Pancho Moler;Actor, Producer;1976-08-07;Chile;NA
David Barton Harris;Actor;NA;NA;NA
Joanna Sanchez;Actress, Producer, Casting Department;NA;NA;NA
Joseph Barone;Actor, Producer, Writer;NA;NA;NA
Bo Youngblood;Actress, Producer;NA;NA;NA
Gabriel Oliva;Actor, Writer, Producer;1984-07-07;USA;NA
Amina Warsuma;Actress;NA;NA;NA
Shawn Kathryn Kane;Actress, Miscellaneous Crew, Writer;NA;NA;NA
Sean Glover;Actor, Producer;NA;NA;NA
Veronica Wylie;Actress, Writer;NA;NA;NA
Jane Bora Choi;Actress, Sound Department;NA;NA;NA
Michael Soulema;Actor;NA;NA;NA
Kobe Reverditto;Actor;NA;NA;NA
Lauren Noble;Actress, Make Up Department;NA;NA;NA
Kimberly Stebbins;Actress;NA;NA;NA
Michael Milford;Actor, Producer, Writer;NA;NA;NA
Lauren Noble;Actress;NA;NA;NA
Pachara Chirathivat;Actor, Soundtrack;NA;NA;NA
Jarinporn Joonkiat;Actress;NA;NA;NA
Pattarasaya Kreuasuwansri;Actress;NA;NA;NA
David Asavanond;Actor;1975-07-17;France;NA
Prach Rakissarakul;Actor;NA;NA;NA
Lorenzo de Stefano;Actor, Stunts;NA;NA;NA
Parunyoo Phoonumphol;Actor;NA;NA;NA
Pattaya Benjavari;Actress, Visual Effects;NA;NA;NA
Pornsroung Rouyruen;Actor;NA;NA;NA
Pattawut Theeranaveekul;Actor;NA;NA;NA
Nuttakan Boonjaiyai;Actor;NA;NA;NA
Caitlin Haas;Actress, Miscellaneous Crew;NA;NA;NA
Helga Schorkl;Actress;NA;NA;NA
Jonathan Joseph Rentle;Actor;NA;NA;NA
Torstein Olaussen;Actor;NA;NA;NA
Melinda Kinnaman;Actress;1971-11-09;NA;NA
Hassan Brijany;Actor;1961-04-12;Iran;NA
Caroline Rauf;Actress;1963-05-03;Sweden;NA
Meliz Karlge;Actress;NA;NA;NA
Bibbi Azizi;Actress;NA;NA;NA
Omid Mottaghi;Actor;NA;NA;NA
Dennis Önder;Actor;NA;NA;NA
Ola Rapace;Actor, Producer;1971-12-03;Sweden;NA
Sunil Munshi;Actor, Writer, Soundtrack;NA;NA;NA
Björn Söderbäck;Actor;1951-09-28;Sweden;NA
Mahin Rahimzadeh;Actress;NA;NA;NA
Adam Duvheim-Bruce;Actor;NA;NA;NA
Roberto Gonzales;Actor;NA;NA;NA
Kemal Görgü;Actor;NA;NA;NA
Anneli Hedin;Actress;NA;NA;NA
Michael Flessas;Actor;1959-06-02;Florida;NA
Anna Maria Sturm;Actress;1982-11-23;Germany;NA
Rosalie Thomass;Actress, Director, Producer;1987-08-14;Germany;NA
Andreas Giebel;Actor, Writer;1958-06-04;Germany;NA
Peter Mitterrutzner;Actor;1942-06-27;Italy;NA
Florian Brückner;Actor;1984;Germany;NA
Martin Wenzl;Actor;NA;NA;NA
Lukas Turtur;Actor;NA;NA;NA
Thommy Schwimmer;Actor;1988-10-25;Germany;NA
Roland Schreglmann;Actor;1988-05-09;Germany;NA
Ferdinand Schmidt-Modrow;Actor;1985-04-30;Germany;NA
Stefan Murr;Actor;1976-04-25;Germany;NA
Volker Bruch;Actor, Soundtrack;1980-03-09;Germany;NA
David Zimmerschied;Actor;1983;NA;NA
Johanna Bittenbinder;Actress;1957-05-12;Germany;NA
Xaver Riepertinger;Actor;NA;NA;NA
Stefan Betz;Writer, Director, Actor;1970-02-01;Germany;NA
Luise Kinseher;Actress, Writer;1969-01-04;Germany;NA
Jefferson Moore;Actor, Writer, Producer;NA;NA;NA
Ruby Lewis;Actress;NA;NA;NA
Chloe Allen;Actress;NA;NA;NA
Juliana Allen;Actress, Producer;NA;NA;NA
Jonathan C. Barnes;Actor, Assistant Director;NA;NA;NA
Pamela Brumley;Actress;NA;NA;NA
Pattie Crawford;Actress;NA;NA;NA
Stella Davis;Actress;NA;NA;NA
Henry Diaz;Actor;NA;NA;NA
Shantha Diaz;Actress;NA;NA;NA
Darby Leigh Dugger;Actress;NA;NA;NA
Joanna Dys;Actress;NA;NA;NA
Jay Evans;Actor;NA;NA;NA
Alexis Hughes;Actress, Miscellaneous Crew, Assistant Director;NA;NA;NA
Emily Jacobson;Actress;NA;NA;NA
Christina Karis;Actor;NA;NA;NA
Tim Kelty;Actor;NA;NA;NA
Mary Lennox;Actress;NA;NA;NA
Mary T. Lennox;Actress, Writer;NA;NA;NA
Danielle Merante;Actress;NA;NA;NA
Miguel Oyola;Actor;NA;NA;NA
Chad Russell;Actor, Sound Department, Soundtrack;NA;NA;NA
Matt Wallace;Actor;1973;USA;NA
Tara Wallace;Actress;NA;NA;NA
Tina Jo Wallace;Actress;NA;NA;NA
Sarah Kennedy;Actress;NA;NA;NA
Norman Rose;Actor;1917-06-23;USA;2004-11-12
James Harder;Actor;1931-11-19;USA;2009-01-09
Jill Clayburgh;Actress, Soundtrack;1944-04-30;USA;2010-11-05
Ondine;Actor;1937-06-16;NA;1989
Barry Morse;Actor, Director, Writer;1918-06-10;UK;2008-02-02
Ultra Violet;Actress, Soundtrack, Miscellaneous Crew;1935-09-06;France;2014-06-14
Geri Miller;Actress;NA;NA;NA
Roger C. Carmel;Actor;1932-09-27;USA;1986-11-11
William Hickey;Actor;1927-09-19;USA;1997-06-29
Matthew Tobin;Actor;1929-08-10;USA;2008-07-16
Jan Farrand;Actress;1928;NA;1980-11-04
David Dozer;Actor, Writer, Miscellaneous Crew;NA;NA;NA
Lucy Lee Flippin;Actress;1943-07-23;USA;NA
Dolph Sweet;Actor;1920-07-18;USA;1985-05-08
Joan Ziehl;Actress;NA;NA;NA
Margaret Brewster;Actress;NA;NA;NA
Captain Haggerty;Actor, Miscellaneous Crew;1931-12-03;USA;2006-07-03
Marlene Willoughby;Actress, Miscellaneous Crew;1948-05-17;USA;NA
Vladislav Dvorzhetskiy;Actor;1939-04-26;USSR [now Russia];1978-05-28
Oleg Dal;Actor, Soundtrack;1941-05-25;USSR [now Russia];1981-03-03
Yuriy Nazarov;Actor;1937-05-05;Russia];NA
Georgiy Vitsin;Actor, Soundtrack;1918-04-23;Russia];2001-10-20
Makhmud Esambayev;Actor;1924-07-15;Soviet Union [now Russia];2000-01-07
Nikolai Gritsenko;Actor;1912-07-24;Ukraine];1979-12-08
Alyona Chukhraj;Actress;NA;NA;NA
Georgy Chepchyan;Actor;1927-09-27;Soviet Union;NA
Pyotr Abasheyev;Actor;1934-07-24;Russia];1997
Tursun Kuralyev;Actor;NA;NA;NA
Yekaterina Sambuyeva;Actress;NA;NA;NA
Nasira Mambetova;Actress;NA;NA;NA
Sergey Polezhaev;Actor;1924-10-12;NA;2006-01-19
Aleksandr Susnin;Actor;1929-11-13;Russia);2003-07-15
Nikolai Kryukov;Actor;1915-07-08;Russian Empire [now Russia];1993-04-30
O. Ajnazarov;Actor;NA;NA;NA
Murad Aliyev;Director, Actor;1951;NA;NA
Sergei Dvorzhetsky;Actor;NA;NA;NA
Vasili Minin;Actor;NA;NA;NA
P. Morozov;Actor;NA;NA;NA
A. Prokopenko;Actor;NA;NA;NA
Arkadi Trusov;Actor;1905-01-10;Russia;1982-07-23
Oleg Anofriev;Actor, Director, Composer;1930-07-20;Russia];NA
Siva Karthikeyan;Actor, Music Department, Soundtrack;NA;NA;NA
Prabhu;Actor, Producer, Music Department;NA;NA;NA
Sri Divya;Actress;NA;NA;NA
Vijay Raaz;Actor, Director;NA;NA;NA
Manobala;Actor;NA;NA;NA
Mayilsamy;Actor;NA;NA;NA
Imman Annachi;Actor;NA;NA;NA
E. Ramadoss;Actor;NA;NA;NA
Yog Japee;Actor;NA;NA;NA
Nagineedu;Actor;NA;NA;NA
Kalpana;Actress;NA;NA;NA
Sujatha;Actress;NA;NA;NA
Jangiri Madhumitha;Actress;NA;NA;NA
Vidyullekha Raman;Actress, Music Department, Soundtrack;NA;NA;NA
Sampath Ram;Actor;NA;NA;NA
Besant Ravi;Actor;NA;NA;NA
Yogi Babu;Actor;NA;NA;NA
Rayil Ravi;Actor;NA;NA;NA
Yuvina;Actress;NA;NA;NA
Agilan Elamkovan;Actor;NA;NA;NA
Michael Moriarty;Actor, Soundtrack, Writer;1941-04-05;USA;NA
Jenny Agutter;Actress;1952-12-20;UK;NA
Carol Lynley;Actress, Soundtrack;1942-02-13;USA;NA
Theodore Bikel;Actor, Soundtrack, Writer;1924-05-02;Austria;NA
Kevin McCarthy;Actor;1914-02-15;USA;2010-09-11
Anne Lockhart;Actress, Miscellaneous Crew, Sound Department;1953-09-06;USA;NA
Patch Mackenzie;Actress, Producer;NA;NA;NA
Bob Sherman;Actor, Stunts, Writer;1940-11-16;USA;2004-08-30
Ricardo Azulay;Actor;NA;NA;NA
Ramiro Oliveros;Actor;1941-03-13;Spain;NA
Jordi Batalla;Actor;NA;NA;NA
Jaime Ros;Actor, Assistant Director, Production Manager;NA;NA;NA
Monica Fatjo;Actress;NA;NA;NA
Juan Ramón Romani;Assistant Director, Actor;NA;NA;NA
Mara Bador;Actress;NA;NA;NA
Bobby Aronofsky;Actor;1965-09-22;USA;NA
Mike Borg;Actor;NA;NA;NA
Rob Challans;Actor, Producer;NA;NA;NA
Aaron Crownover;Actor;NA;NA;NA
Earle Ford;Actor;NA;NA;NA
Chris Foxworthy;Actor;NA;NA;NA
Rob Green;Actor;NA;NA;NA
Debra Lynn Hull;Actress, Producer, Director;NA;NA;NA
Jimmy Leeward;Stunts, Actor, Special Effects;1936-10-21;USA;2011-09-16
Chuck MacLeod;Actor;NA;NA;NA
Tucker McPherson;Actor;NA;NA;NA
Izabella St. James;Actress;NA;Poland;NA
Steve Stavrakakis;Miscellaneous Crew;NA;NA;NA
Eric Sudduth;Actor;NA;NA;NA
Natasha Yi;Actress, Stunts;1979-03-25;USA;NA
Hawk Younkins;Actor;NA;NA;NA
Janet Zinke;Actress;NA;NA;NA
Florin Piersic;Actor;1936-01-27;Romania;NA
Marga Barbu;Actress;1929-02-24;Romania;2009-03-31
Ion Marinescu;Actor;1930-11-22;Romania;1998-09-20
Iurie Darie;Actor;1929-03-14;Romania. [now Republic of Moldova];2012-11-09
Remus Margineanu;Actor;NA;NA;NA
Ernest Maftei;Actor;1920-03-06;Romania;2006-10-19
Toma Dimitriu;Actor;1908-04-27;Romania;1984-04-27
Petre Gheorghiu Dolj;Actor;NA;NA;NA
Adrian Stefanescu;Actor, Stunts;NA;NA;NA
Ion Besoiu;Actor;1931-03-11;Romania;NA
Constantin Dinulescu;Actor;1933-03-19;Romania;NA
Vasile Constantinescu;Actor;NA;NA;NA
Emil Coseru;Actor;NA;NA;NA
Traian Stanescu;Actor;NA;NA;NA
Ovidiu Schumacher;Actor;1942-07-26;Romania;NA
Nucu Paunescu;Actor;1912-10-14;Romania;1980-10-02
Constantin Diamandi;Actor;NA;NA;NA
Ion Pascu;Actor;NA;NA;NA
Adrian Horbaci;Actor;NA;NA;NA
Eugeniu Ungureanu;Actor;NA;NA;NA
Mihai Marta;Actor;NA;NA;NA
Livia Baba;Actress;NA;NA;NA
Anda Caropol;Actress;NA;NA;NA
Michelle Rodriguez;Actress;1978-07-12;USA;NA
Juan Fernández;Actor, Producer, Director;1956-12-13;NA;NA
Sergio Carlo;Actor;1977;Dominican Republic;NA
Claudette Lali;Actress, Producer, Costume Department;1975-08-01;USA;NA
Alexander Estrella;Actor, Camera Department, Miscellaneous Crew;NA;NA;NA
Mario Lebrón;Actor;1956-06-21;Dominican Republic;NA
Liche Ariza;Actor;NA;NA;NA
Ernesto Baez;Actor, Miscellaneous Crew;NA;NA;NA
Elias Caamano Perez;Actor;NA;NA;NA
Cruzmonty;Actor, Camera Department, Assistant Director;NA;NA;NA
Solly Duran;Actress, Producer, Casting Director;NA;NA;NA
Luchy Estevez;Actress;NA;NA;NA
Edwin David Garcia;Actor;1978-01-30;Dominican Republic;NA
Emerson Gonzalez;Actor, Stunts;NA;NA;NA
Josue Guerrero;Actor;NA;NA;NA
Miguel Ángel Martínez;Actor, Director, Producer;NA;Dominican Republic;NA
Dede Mirabal;NA;NA;NA;NA
Socrates Montas;Actor;NA;NA;NA
Mario Nunez;Actor;NA;NA;NA
Amauris Pérez;Actor, Miscellaneous Crew;NA;NA;NA
Victor Ramirez;Actor, Miscellaneous Crew;NA;NA;NA
Manuel Raposo;Actor;NA;NA;NA
Jalsen Santana;Actor, Music Department, Producer;NA;NA;NA
Sharlene Taulé;Actress, Soundtrack;1983-02-04;Dominican Republic;NA
Hector Then;Actor;1975-05-10;Dominican Republic;NA
Celines Toribio;Actress, Producer, Writer;NA;Dominican Republic;NA
César Évora;Actor;1959-11-04;Cuba;NA
Dan Dailey;Actor, Soundtrack, Director;1915-12-14;USA;1978-10-16
Anne Baxter;Actress, Soundtrack, Producer;1923-05-07;USA;1985-12-12
Rory Calhoun;Actor, Producer, Writer;1922-08-08;USA;1999-04-28
Walter Brennan;Actor, Soundtrack;1894-07-25;USA;1974-09-21
Charles Kemper;Actor;1900-09-06;USA;1950-05-12
Connie Gilchrist;Actress, Soundtrack;1901-02-02;USA;1985-03-03
Arthur Hunnicutt;Actor, Soundtrack;1910-02-17;USA;1979-09-26
Will Wright;Actor, Soundtrack;1894-03-26;USA;1962-06-19
Chief Yowlachie;Actor, Miscellaneous Crew;1891-08-15;USA;1966-03-07
Victor Sen Yung;Actor, Soundtrack;1915-10-18;USA;1980-11-01
Robert Adler;Actor;1906-03-24;USA;1987-12-19
Raymond Bond;Actor;1885-04-21;USA;1972-02-13
Paul Brinegar;Actor, Soundtrack;1917-12-19;USA;1995-03-27
Harry Carter;Actor, Stunts;1906-02-27;USA;1996-04-01
Edward Clark;Actor, Writer, Soundtrack;1878-05-06;Russia;1954-11-18
Jack Elam;Actor;1920-11-13;USA;2003-10-20
Robert Filmer;Actor;1899-11-06;USA;1980-01-15
Joseph Forte;Actor;1893-06-14;UK;1967-03-11
William Gould;Actor;1886-05-02;Canada;1969-05-15
Tim Graham;Actor;1904-02-24;USA;1979-01-14
Raymond Greenleaf;Actor;1892-01-01;USA;1963-10-29
Paul Harvey;Actor;1882-09-10;USA;1955-12-05
Jon Skolmen;Actor, Writer, Miscellaneous Crew;1940-11-01;Norway;NA
Sverre Anker Ousdal;Actor;1944-07-18;Norway;NA
Hilde Grythe;Actress;1955-07-18;Norway;NA
Ingar Helge Gimle;Actor;1956-09-28;Norway;NA
Elsa Lystad;Actress;1930-07-09;NA;NA
Reidar Sorensen;Actor;1956-04-11;NA;NA
Per Schaanning;Actor;NA;NA;NA
Anne Marie Ottersen;Actress, Writer;1945-04-29;Norway;NA
Klaus Hagerup;Actor, Writer, Director;1946-03-05;NA;NA
Ola B. Johannessen;Actor, Director;1939-03-17;Norway;NA
Marie Louise Tank;Actress;1949-12-29;Norway;NA
Ragnhild Nygaard;Actress, Casting Department;NA;NA;NA
Beate Eriksen;Actress, Director;1960-10-19;Norway;NA
Marianne Ustvedt;Actress;NA;NA;NA
Bernhard Ramstad;Actor;1946-12-29;Norway;NA
Charity Rahmer;Actress;1979-01-04;USA;NA
Kristin Novak;Actress, Assistant Director;1980-10-20;NA;NA
Pilar M. Lastra;Actress;1981-01-15;USA;NA
Sara Michelle Ben Av;Actress;NA;NA;NA
Jilon VanOver;Actor, Director, Writer;1978-08-24;USA;NA
Brian Kolodziej;Actor;1978-07-21;USA;NA
Jasen Wade;Actor, Camera Department, Assistant Director;NA;NA;NA
Mark Everett;Actor;1961-08-20;USA;NA
Iva Franks Singer;Actress, Producer, Director;1962-06-29;USA;NA
Kyle Steven Templin;Actor;1978-09-05;USA;NA
Tiffany Remley;Actress;1976-07-02;USA;NA
Laurie Bloom;Actress;NA;NA;NA
Vis Brown;Actor, Stunts;1975-11-02;USA;NA
Kesler Casimir;Actor;NA;NA;NA
Jason David;Actor;NA;NA;NA
Jeremy Davis;Actor;NA;NA;NA
James Driskill;Actor;NA;NA;NA
Lori Forman;Actress;NA;NA;NA
Liam Fountain;Actor, Producer, Stunts;NA;NA;NA
John Friend;Actor;NA;NA;NA
John Fuller;Actor;NA;NA;NA
Matthew B. Getz;Actor;NA;NA;NA
Rayne Guest;Actress;1979-10-16;USA;NA
Vasili Chkhaidze;Actor;1905-01-02;Russia [now Georgia];1986-12-26
Demno Jgenti;Actor;NA;NA;NA
Ariadna Shengelaya;Actress;1937-01-13;Soviet Union;NA
Boris Tsipuria;Actor;NA;NA;NA
Abrek Pkhaladze;Actor;NA;NA;NA
Merab Eliozishvili;Actor, Writer;NA;NA;NA
Akaki Bakradze;Actor, Writer;NA;NA;NA
Grigol Tkabladze;Actor;1907-11-20;NA;1980-03-28
Susan Hayward;Actress, Soundtrack;1917-06-30;USA;1975-03-14
William Lundigan;Actor, Soundtrack;1914-06-12;USA;1975-12-20
Rory Calhoun;Actor, Producer, Writer;1922-08-08;USA;1999-04-28
Barbara Bates;Actress, Soundtrack;1925-08-06;USA;1969-03-18
Gene Lockhart;Actor, Soundtrack, Writer;1891-07-18;Canada;1957-03-31
Lynn Bari;Actress, Soundtrack;1917-12-18;USA;1989-11-20
Ruth Donnelly;Actress, Soundtrack;1896-05-17;USA;1982-11-17
Kathleen Lockhart;Actress, Soundtrack;1894-08-09;UK;1978-02-17
Alexander Knox;Actor, Writer, Director;1907-01-16;Canada;1995-04-25
Nina G. Brown;Actress;NA;NA;NA
Bobby C. Canup;Actor;NA;NA;NA
Fay Fogg;Actress, Soundtrack;NA;NA;NA
Kay Fogg;Actress, Soundtrack;NA;NA;NA
Harvey Hester;Actor;1895-08-06;USA;1967-03-28
